Language,Cell,Position,Form,Meaning
Siuslawan,1pe->3p,3,n,SAP[+1]
Siuslawan,1pe->3p,4,x,[+1 -2 +pl]A->P[+3 +pl]
Siuslawan,1pe->3p,5,an,SAP[+1 -2 +pl]
Siuslawan,1di->3s,1,un,SAP[-2]
Siuslawan,1di->3s,2,n,SAP[+1]
Siuslawan,1di->3s,3,s,SAP[+1 +2 +du]
Siuslawan,1di->3d,1,un,SAP[-2]
Siuslawan,1di->3d,2,aᵘx,SAP[-2 +du]
Siuslawan,1di->3d,3,n,SAP[+1]
Siuslawan,1di->3d,4,s,SAP[+1 +2 +du]
Siuslawan,1di->3p,1,un,SAP[-2]
Siuslawan,1di->3p,2,nx,SAP[-du]
Siuslawan,1di->3p,3,n,SAP[+1]
Siuslawan,1di->3p,4,s,SAP[+1 +2 +du]
Siuslawan,1pi->3s,1,un,SAP[-2]
Siuslawan,1pi->3s,2,n,SAP[+1]
Siuslawan,1pi->3s,3,ɬ,SAP[+1 +2 +pl]
Siuslawan,1pi->3d,1,un,SAP[-2]
Siuslawan,1pi->3d,2,aᵘx,SAP[-2 +du]
Siuslawan,1pi->3d,3,n,SAP[+1]
Siuslawan,1pi->3d,4,ɬ,SAP[+1 +2 +pl]
Siuslawan,1pi->3p,1,un,SAP[-2]
Siuslawan,1pi->3p,2,nx,SAP[-du]
Siuslawan,1pi->3p,3,n,SAP[+1]
Siuslawan,1pi->3p,4,ɬ,SAP[+1 +2 +pl]
Siuslawan,2s->1s,1,uts,P[-3]
Siuslawan,2s->1s,2,nx,SAP[-du]
Siuslawan,2s->1de,1,uts,P[-3]
Siuslawan,2s->1de,2,aᵘx,SAP[-2 +du]
Siuslawan,2s->1de,3,un,SAP[-2]
Siuslawan,2s->1de,4,nx,SAP[-du]
Siuslawan,2s->1pe,1,uts,P[-3]
Siuslawan,2s->1pe,2,n,SAP[+1]
Siuslawan,2s->1pe,3,x,[-1 -du]A->P[-2 +pl]
Siuslawan,2s->1pe,4,an,SAP[+1 -2 +pl]
Siuslawan,2s->1pe,5,nx,SAP[-du]
Siuslawan,2s->3s,1,un,SAP[-2]
Siuslawan,2s->3s,2,nx,SAP[-du]
Siuslawan,2s->3d,1,un,SAP[-2]
Siuslawan,2s->3d,2,aᵘx,SAP[-2 +du]
Siuslawan,2s->3d,3,nx,SAP[-du]
Siuslawan,2s->3p,1,un,SAP[-2]
Siuslawan,2s->3p,2,n,[-1 -du]A->P[+3 +pl]
Siuslawan,2s->3p,3,x,[-1 -du]A->P[-2 +pl]
Siuslawan,2s->3p,4,nx,SAP[-du]
Siuslawan,2d->1s,1,uts,P[-3]
Siuslawan,2d->1s,2,ts,SAP[-1 +2 +du]
Siuslawan,2d->1de,1,uts,P[-3]
Siuslawan,2d->1de,2,aᵘx,SAP[-2 +du]
Siuslawan,2d->1de,3,un,SAP[-2]
Siuslawan,2d->1de,4,ts,SAP[-1 +2 +du]
Siuslawan,2d->1pe,1,uts,P[-3]
Siuslawan,2d->1pe,2,nx,SAP[-du]
Siuslawan,2d->1pe,3,an,SAP[+1 -2 +pl]
Siuslawan,2d->1pe,4,ts,SAP[-1 +2 +du]
Siuslawan,2d->3s,1,un,SAP[-2]
Siuslawan,2d->3s,2,ts,SAP[-1 +2 +du]
Siuslawan,2d->3d,1,un,SAP[-2]
Siuslawan,2d->3d,2,aᵘx,SAP[-2 +du]
Siuslawan,2d->3d,3,ts,SAP[-1 +2 +du]
Siuslawan,2d->3p,1,un,SAP[-2]
Siuslawan,2d->3p,2,nx,SAP[-du]
Siuslawan,2d->3p,3,ts,SAP[-1 +2 +du]
Siuslawan,2p->1s,1,uts,P[-3]
Siuslawan,2p->1s,2,tci,SAP[-1 +2 +pl]
Siuslawan,2p->1de,1,uts,P[-3]
Siuslawan,2p->1de,2,aᵘx,SAP[-2 +du]
Siuslawan,2p->1de,3,un,SAP[-2]
Siuslawan,2p->1de,4,tci,SAP[-1 +2 +pl]
Siuslawan,2p->1pe,1,uts,P[-3]
Siuslawan,2p->1pe,2,nx,SAP[-du]
Siuslawan,2p->1pe,3,an,SAP[+1 -2 +pl]
Siuslawan,2p->1pe,4,tci,SAP[-1 +2 +pl]
Siuslawan,2p->3s,1,un,SAP[-2]
Siuslawan,2p->3s,2,tci,SAP[-1 +2 +pl]
Siuslawan,2p->3d,1,un,SAP[-2]
Siuslawan,2p->3d,2,aᵘx,SAP[-2 +du]
Siuslawan,2p->3d,3,tci,SAP[-1 +2 +pl]
Siuslawan,2p->3p,1,un,SAP[-2]
Siuslawan,2p->3p,2,nx,SAP[-du]
Siuslawan,2p->3p,3,tci,SAP[-1 +2 +pl]
Siuslawan,3s->1s,1,uts,P[-3]
Siuslawan,3s->1s,2,n,SAP[+1]
Siuslawan,3s->1de,1,uts,P[-3]
Siuslawan,3s->1de,2,aᵘx,SAP[-2 +du]
Siuslawan,3s->1de,3,un,SAP[-2]
Siuslawan,3s->1pe,1,uts,P[-3]
Siuslawan,3s->1pe,2,nx,SAP[-du]
Siuslawan,3s->1pe,3,an,SAP[+1 -2 +pl]
Siuslawan,3s->1di,1,uts,P[-3]
Siuslawan,3s->1di,2,n,SAP[+1]
Siuslawan,3s->1di,3,s,SAP[+1 +2 +du]
Siuslawan,3s->1pi,1,uts,P[-3]
Siuslawan,3s->1pi,2,n,SAP[+1]
Siuslawan,3s->1pi,3,ɬ,SAP[+1 +2 +pl]
Siuslawan,3s->2s,1,uts,P[-3]
Siuslawan,3s->2s,2,nx,SAP[-du]
Siuslawan,3s->2d,1,uts,P[-3]
Siuslawan,3s->2d,2,ts,SAP[-1 +2 +du]
Siuslawan,3s->2p,1,uts,P[-3]
Siuslawan,3s->2p,2,tci,SAP[-1 +2 +pl]
Siuslawan,3s->3s,1,un,SAP[-2]
Siuslawan,3s->3d,1,un,SAP[-2]
Siuslawan,3s->3d,2,aᵘx,SAP[-2 +du]
Siuslawan,3s->3p,1,un,SAP[-2]
Siuslawan,3s->3p,2,nx,SAP[-du]
Siuslawan,3d->1s,1,uts,P[-3]
Siuslawan,3d->1s,2,n,SAP[+1]
Siuslawan,3d->1s,3,aᵘx,SAP[-2 +du]
Siuslawan,3d->1de,1,uts,P[-3]
Siuslawan,3d->1de,2,aᵘx,[+1 -2 +du]AP1<->AP2[+3 +du]
Siuslawan,3d->1de,3,un,SAP[-2]
Siuslawan,3d->1de,4,aᵘx,SAP[-2 +du]
Siuslawan,3d->1pe,1,uts,P[-3]
Siuslawan,3d->1pe,2,nx,SAP[-du]
Siuslawan,3d->1pe,3,an,SAP[+1 -2 +pl]
Siuslawan,3d->1pe,4,aᵘx,SAP[-2 +du]
Siuslawan,3d->1di,1,uts,P[-3]
Siuslawan,3d->1di,2,n,SAP[+1]
Siuslawan,3d->1di,3,s,SAP[+1 +2 +du]
Siuslawan,3d->1di,4,aᵘx,SAP[-2 +du]
Siuslawan,3d->1pi,1,uts,P[-3]
Siuslawan,3d->1pi,2,n,SAP[+1]
Siuslawan,3d->1pi,3,ɬ,SAP[+1 +2 +pl]
Siuslawan,3d->1pi,4,aᵘx,SAP[-2 +du]
Siuslawan,3d->2s,1,uts,P[-3]
Siuslawan,3d->2s,2,nx,SAP[-du]
Siuslawan,3d->2s,3,aᵘx,SAP[-2 +du]
Siuslawan,3d->2d,1,uts,P[-3]
Siuslawan,3d->2d,2,ts,SAP[-1 +2 +du]
Siuslawan,3d->2d,3,aᵘx,SAP[-2 +du]
Siuslawan,3d->2p,1,uts,P[-3]
Siuslawan,3d->2p,2,tci,SAP[-1 +2 +pl]
Siuslawan,3d->2p,3,aᵘx,SAP[-2 +du]
Siuslawan,3d->3s,1,un,SAP[-2]
Siuslawan,3d->3s,2,aᵘx,SAP[-2 +du]
Siuslawan,3d->3d,1,un,SAP[-2]
Siuslawan,3d->3d,2,aᵘx,SAP[-2 +du]
Siuslawan,3d->3p,1,un,SAP[-2]
Siuslawan,3d->3p,2,nx,SAP[-du]
Siuslawan,3d->3p,3,aᵘx,SAP[-2 +du]
Siuslawan,3p->1s,1,uts,P[-3]
Siuslawan,3p->1s,2,nx,SAP[-du]
Siuslawan,3p->1s,3,n,SAP[+1]
Siuslawan,3p->1de,1,uts,P[-3]
Siuslawan,3p->1de,2,aᵘx,SAP[-2 +du]
Siuslawan,3p->1de,3,un,SAP[-2]
Siuslawan,3p->1de,4,nx,SAP[-du]
Siuslawan,3p->1pe,1,uts,P[-3]
Siuslawan,3p->1pe,2,n,SAP[+1]
Siuslawan,3p->1pe,3,x,[-1 -du]A->P[-2 +pl]
Siuslawan,3p->1pe,4,an,SAP[+1 -2 +pl]
Siuslawan,3p->1pe,5,nx,SAP[-du]
Siuslawan,3p->1di,1,uts,P[-3]
Siuslawan,3p->1di,2,n,SAP[+1]
Siuslawan,3p->1di,3,s,SAP[+1 +2 +du]
Siuslawan,3p->1di,4,nx,SAP[-du]
Siuslawan,3p->1pi,1,uts,P[-3]
Siuslawan,3p->1pi,2,n,SAP[+1]
Siuslawan,3p->1pi,3,ɬ,SAP[+1 +2 +pl]
Siuslawan,3p->1pi,4,nx,SAP[-du]
Siuslawan,3p->2s,1,uts,P[-3]
Siuslawan,3p->2s,2,nx,[+3 +pl]A->P[+2 +sg]
Siuslawan,3p->2s,3,nx,SAP[-du]
Siuslawan,3p->2d,1,uts,P[-3]
Siuslawan,3p->2d,2,ts,SAP[-1 +2 +du]
Siuslawan,3p->2d,3,nx,SAP[-du]
Siuslawan,3p->2p,1,uts,P[-3]
Siuslawan,3p->2p,2,tci,SAP[-1 +2 +pl]
Siuslawan,3p->2p,3,nx,SAP[-du]
Siuslawan,3p->3s,1,un,SAP[-2]
Siuslawan,3p->3s,2,nx,SAP[-du]
Siuslawan,3p->3d,1,un,SAP[-2]
Siuslawan,3p->3d,2,aᵘx,SAP[-2 +du]
Siuslawan,3p->3d,3,nx,SAP[-du]
Siuslawan,3p->3p,1,un,SAP[-2]
Siuslawan,3p->3p,2,n,[-1 -du]A->P[+3 +pl]
Siuslawan,3p->3p,3,x,[-1 -du]A->P[-2 +pl]
Siuslawan,3p->3p,4,nx,SAP[-du]
Tlachichilco Tepehuan,1s,-1,k,SAP[-2]
Tlachichilco Tepehuan,1pe,-1,k,SAP[-2]
Tlachichilco Tepehuan,1pe,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,1pi,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,2s,-1,',SA[-1 +2]
Tlachichilco Tepehuan,2s,1,ti,S[+2 +sg]
Tlachichilco Tepehuan,2p,-1,',SA[-1 +2]
Tlachichilco Tepehuan,2p,1,t'ik,SA[-1 +2 +pl]
Tlachichilco Tepehuan,3p,-1,ta,SA[+3]
Tlachichilco Tepehuan,1s->2s,-1,k,SAP[-2]
Tlachichilco Tepehuan,1s->2s,1,n,P[-3]
Tlachichilco Tepehuan,1s->2p,-3,k,SAP[-2]
Tlachichilco Tepehuan,1s->2p,-2,la,AP[+pl]
Tlachichilco Tepehuan,1s->2p,-1,ː,[-3 +pl]AP1<->AP2[-3]
Tlachichilco Tepehuan,1s->2p,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,1s->3s,-1,k,SAP[-2]
Tlachichilco Tepehuan,1s->3p,-3,k,SAP[-2]
Tlachichilco Tepehuan,1s->3p,-2,la,AP[+pl]
Tlachichilco Tepehuan,1s->3p,-1,k,[+1 -2]A->P[+3 +pl]
Tlachichilco Tepehuan,1pe->2s,-3,k,SAP[-2]
Tlachichilco Tepehuan,1pe->2s,-2,la,AP[+pl]
Tlachichilco Tepehuan,1pe->2s,-1,ː,[-3 +pl]AP1<->AP2[-3]
Tlachichilco Tepehuan,1pe->2s,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,1pe->2p,-3,k,SAP[-2]
Tlachichilco Tepehuan,1pe->2p,-2,la,AP[+pl]
Tlachichilco Tepehuan,1pe->2p,-1,ː,[-3 +pl]AP1<->AP2[-3]
Tlachichilco Tepehuan,1pe->2p,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,1pe->3s,-1,k,SAP[-2]
Tlachichilco Tepehuan,1pe->3s,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,1pe->3p,-3,k,SAP[-2]
Tlachichilco Tepehuan,1pe->3p,-2,la,AP[+pl]
Tlachichilco Tepehuan,1pe->3p,-1,k,[+1 -2]A->P[+3 +pl]
Tlachichilco Tepehuan,1pe->3p,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,1pi->3s,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,1pi->3p,-2,la,AP[+pl]
Tlachichilco Tepehuan,1pi->3p,-1,k,SAP[-2]
Tlachichilco Tepehuan,1pi->3p,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,2s->1s,-3,k,SAP[-2]
Tlachichilco Tepehuan,2s->1s,-2,in,P[+1]
Tlachichilco Tepehuan,2s->1s,-1,',SA[-1 +2]
Tlachichilco Tepehuan,2s->1pe,-4,k,SAP[-2]
Tlachichilco Tepehuan,2s->1pe,-3,i,[-1 +2]A->P[+1 -2]
Tlachichilco Tepehuan,2s->1pe,-2,la,AP[+pl]
Tlachichilco Tepehuan,2s->1pe,-1,ː,[-3 +pl]AP1<->AP2[-3]
Tlachichilco Tepehuan,2s->1pe,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,2s->3s,-1,',SA[-1 +2]
Tlachichilco Tepehuan,2s->3p,-3,la,AP[+pl]
Tlachichilco Tepehuan,2s->3p,-2,k,SAP[-2]
Tlachichilco Tepehuan,2s->3p,-1,',SA[-1 +2]
Tlachichilco Tepehuan,2p->1s,-4,k,SAP[-2]
Tlachichilco Tepehuan,2p->1s,-3,i,[-1 +2]A->P[+1 -2]
Tlachichilco Tepehuan,2p->1s,-2,la,AP[+pl]
Tlachichilco Tepehuan,2p->1s,-1,ː,[-3 +pl]AP1<->AP2[-3]
Tlachichilco Tepehuan,2p->1s,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,2p->1pe,-4,k,SAP[-2]
Tlachichilco Tepehuan,2p->1pe,-3,i,[-1 +2]A->P[+1 -2]
Tlachichilco Tepehuan,2p->1pe,-2,la,AP[+pl]
Tlachichilco Tepehuan,2p->1pe,-1,ː,[-3 +pl]AP1<->AP2[-3]
Tlachichilco Tepehuan,2p->1pe,1,w,SAP[-3 +pl]
Tlachichilco Tepehuan,2p->3s,1,t'ik,SA[-1 +2 +pl]
Tlachichilco Tepehuan,2p->3p,-2,la,AP[+pl]
Tlachichilco Tepehuan,2p->3p,-1,k,SAP[-2]
Tlachichilco Tepehuan,2p->3p,1,t'ik,SA[-1 +2 +pl]
Tlachichilco Tepehuan,3s->1s,-2,k,SAP[-2]
Tlachichilco Tepehuan,3s->1s,-1,in,P[+1]
Tlachichilco Tepehuan,3s->1pe,-3,k,SAP[-2]
Tlachichilco Tepehuan,3s->1pe,-2,in,P[+1]
Tlachichilco Tepehuan,3s->1pe,-1,ta,SA[+3]
Tlachichilco Tepehuan,3s->1pe,1,n,P[-3]
Tlachichilco Tepehuan,3s->1pi,-3,k,SAP[-2]
Tlachichilco Tepehuan,3s->1pi,-2,in,P[+1]
Tlachichilco Tepehuan,3s->1pi,-1,ta,SA[+3]
Tlachichilco Tepehuan,3s->1pi,1,n,P[-3]
Tlachichilco Tepehuan,3s->2s,1,n,P[-3]
Tlachichilco Tepehuan,3s->2p,-1,ta,SA[+3]
Tlachichilco Tepehuan,3s->2p,1,n,P[-3]
Tlachichilco Tepehuan,3s->3p,-2,la,AP[+pl]
Tlachichilco Tepehuan,3s->3p,-1,k,SAP[-2]
Tlachichilco Tepehuan,3p->1s,-3,k,SAP[-2]
Tlachichilco Tepehuan,3p->1s,-2,in,P[+1]
Tlachichilco Tepehuan,3p->1s,-1,ta,SA[+3]
Tlachichilco Tepehuan,3p->1pe,-3,k,SAP[-2]
Tlachichilco Tepehuan,3p->1pe,-2,in,P[+1]
Tlachichilco Tepehuan,3p->1pe,-1,ta,SA[+3]
Tlachichilco Tepehuan,3p->1pe,1,n,P[-3]
Tlachichilco Tepehuan,3p->1pi,-3,k,SAP[-2]
Tlachichilco Tepehuan,3p->1pi,-2,in,P[+1]
Tlachichilco Tepehuan,3p->1pi,-1,ta,SA[+3]
Tlachichilco Tepehuan,3p->1pi,1,n,P[-3]
Tlachichilco Tepehuan,3p->2s,-1,ta,SA[+3]
Tlachichilco Tepehuan,3p->2s,1,n,P[-3]
Tlachichilco Tepehuan,3p->2p,-1,ta,SA[+3]
Tlachichilco Tepehuan,3p->2p,1,n,P[-3]
Tlachichilco Tepehuan,3p->3s,-1,ta,SA[+3]
Tlachichilco Tepehuan,3p->3p,-3,ta,SA[+3]
Tlachichilco Tepehuan,3p->3p,-2,la,AP[+pl]
Tlachichilco Tepehuan,3p->3p,-1,k,SAP[-2]
Thangmi,1s,1,ŋ,SAP[-3 +sg]
Thangmi,1s,2,a,SAP[-3 +sg]
Thangmi,1p,1,i,SAP[-3 +pl]
Thangmi,2s,1,n,SP[-1]
Thangmi,2s,2,a,SAP[-3 +sg]
Thangmi,2p,1,n,SP[-1]
Thangmi,2p,2,i,SAP[-3 +pl]
Thangmi,3p,1,yoŋ,SA[+3 +pl]
Thangmi,1s->2s,1,n,SP[-1]
Thangmi,1s->2s,2,a,[+1 +sg]A->P[+2 +sg]
Thangmi,1s->2s,3,ŋ,SAP[-3 +sg]
Thangmi,1s->2s,4,a,SAP[-3 +sg]
Thangmi,1s->2p,1,n,SP[-1]
Thangmi,1s->2p,2,i,SAP[-3 +pl]
Thangmi,1s->2p,3,ŋ,SAP[-3 +sg]
Thangmi,1s->2p,4,a,SAP[-3 +sg]
Thangmi,1s->3s,1,u,P[+3]
Thangmi,1s->3s,2,n,SP[-1]
Thangmi,1s->3p,1,u,P[+3]
Thangmi,1s->3p,2,n,SP[-1]
Thangmi,1p->2s,1,wa,A[+1 +pl]
Thangmi,1p->2p,1,wa,A[+1 +pl]
Thangmi,1p->3s,1,wa,A[+1 +pl]
Thangmi,1p->3p,1,wa,A[+1 +pl]
Thangmi,2s->1s,1,ŋ,SAP[-3 +sg]
Thangmi,2s->1s,2,a,SAP[-3 +sg]
Thangmi,2s->1p,1,i,SAP[-3 +pl]
Thangmi,2s->3s,1,u,P[+3]
Thangmi,2s->3s,2,n,SP[-1]
Thangmi,2s->3s,3,a,SAP[-3 +sg]
Thangmi,2s->3p,1,u,P[+3]
Thangmi,2s->3p,2,n,SP[-1]
Thangmi,2s->3p,3,a,SAP[-3 +sg]
Thangmi,2p->1s,1,yo,[-1 +pl]A->P[-3 +sg]
Thangmi,2p->1s,2,ŋ,[+2 +pl]A->P[+1 +sg]
Thangmi,2p->1s,3,ŋ,SAP[-3 +sg]
Thangmi,2p->1s,4,a,SAP[-3 +sg]
Thangmi,2p->1p,1,i,SAP[-3 +pl]
Thangmi,2p->3s,1,n,SP[-1]
Thangmi,2p->3s,2,i,SAP[-3 +pl]
Thangmi,2p->3s,3,u,P[+3]
Thangmi,2p->3p,1,n,SP[-1]
Thangmi,2p->3p,2,i,SAP[-3 +pl]
Thangmi,2p->3p,3,u,P[+3]
Thangmi,3s->1s,1,ŋ,SAP[-3 +sg]
Thangmi,3s->1s,2,a,SAP[-3 +sg]
Thangmi,3s->1p,1,i,SAP[-3 +pl]
Thangmi,3s->2s,1,n,SP[-1]
Thangmi,3s->2s,2,a,SAP[-3 +sg]
Thangmi,3s->2p,1,n,SP[-1]
Thangmi,3s->2p,2,i,SAP[-3 +pl]
Thangmi,3s->3s,1,u,P[+3]
Thangmi,3s->3p,1,u,P[+3]
Thangmi,3p->1s,1,yoŋ,SA[+3 +pl]
Thangmi,3p->1s,2,ŋ,SAP[-3 +sg]
Thangmi,3p->1s,3,a,SAP[-3 +sg]
Thangmi,3p->1p,1,i,SAP[-3 +pl]
Thangmi,3p->2s,1,yo,[-1 +pl]A->P[-3 +sg]
Thangmi,3p->2s,2,ŋ,SAP[-3 +sg]
Thangmi,3p->2s,3,n,SP[-1]
Thangmi,3p->2s,4,a,SAP[-3 +sg]
Thangmi,3p->2p,1,n,SP[-1]
Thangmi,3p->2p,2,i,SAP[-3 +pl]
Thangmi,3p->3s,1,yoŋ,SA[+3 +pl]
Thangmi,3p->3p,1,yoŋ,SA[+3 +pl]
Turkana,1s,-1,a,SA[+1 +sg]
Turkana,1p,-1,ki,SAP[-3]
Turkana,2s,-1,i,SA[+2]
Turkana,2p,-1,i,SA[+2]
Turkana,2p,1,te,SA[-1 +pl]
Turkana,3s,-1,e,S[+3]
Turkana,3p,-1,e,S[+3]
Turkana,3p,1,te,SA[-1 +pl]
Turkana,1s->2s,-1,ka,AP[+1 +sg]
Turkana,1s->2p,-1,ka,AP[+1 +sg]
Turkana,1s->3s,-1,a,SA[+1 +sg]
Turkana,1s->3p,-1,a,SA[+1 +sg]
Turkana,1p->2s,-1,ki,SAP[-3]
Turkana,1p->2p,-1,ki,SAP[-3]
Turkana,1p->3s,-1,ki,SAP[-3]
Turkana,1p->3p,-1,ki,SAP[-3]
Turkana,2s->1s,-1,ki,SAP[-3]
Turkana,2s->1p,-1,ki,SAP[-3]
Turkana,2s->3s,-1,i,SA[+2]
Turkana,2s->3p,-1,i,SA[+2]
Turkana,2p->1s,-1,ki,SAP[-3]
Turkana,2p->1s,1,te,SA[-1 +pl]
Turkana,2p->1p,-1,ki,SAP[-3]
Turkana,2p->1p,1,te,SA[-1 +pl]
Turkana,2p->3s,-1,i,SA[+2]
Turkana,2p->3s,1,te,SA[-1 +pl]
Turkana,2p->3p,-1,i,SA[+2]
Turkana,2p->3p,1,te,SA[-1 +pl]
Turkana,3s->1s,-1,ka,AP[+1 +sg]
Turkana,3s->1p,-1,ki,SAP[-3]
Turkana,3s->2s,-1,ki,SAP[-3]
Turkana,3s->2p,-1,ki,SAP[-3]
Turkana,3s->3s,-1,e,[+3]A->P[+3]
Turkana,3s->3p,-1,e,[+3]A->P[+3]
Turkana,3p->1s,-1,ka,AP[+1 +sg]
Turkana,3p->1s,1,te,SA[-1 +pl]
Turkana,3p->1p,-1,ki,SAP[-3]
Turkana,3p->1p,1,te,SA[-1 +pl]
Turkana,3p->2s,-1,ki,SAP[-3]
Turkana,3p->2s,1,te,SA[-1 +pl]
Turkana,3p->2p,-1,ki,SAP[-3]
Turkana,3p->2p,1,te,SA[-1 +pl]
Turkana,3p->3s,-1,e,[+3]A->P[+3]
Turkana,3p->3s,1,te,SA[-1 +pl]
Turkana,3p->3p,-1,e,[+3]A->P[+3]
Turkana,3p->3p,1,te,SA[-1 +pl]
Wardaman,1s,-1,ŋa,SAP[+1]
Wardaman,1pe,-2,yi,SAP[-3]
Wardaman,1pe,-1,rr,SA[+1 +pl]
Wardaman,1di,-2,ŋa,SAP[+1]
Wardaman,1di,-1,yi,SAP[-3]
Wardaman,1pi,-2,ŋa,SAP[+1]
Wardaman,1pi,-1,rr,SA[+1 +pl]
Wardaman,2s,-1,yi,SAP[-3]
Wardaman,2p,-1,nu,SAP[-1 +2]
Wardaman,3p,-1,wurr,SA[+3]
Wardaman,1s->2s,-2,ŋa,SAP[+1]
Wardaman,1s->2s,-1,ŋ,[+1 +sg]A->P[+2 +sg]
Wardaman,1s->2p,-3,ŋa,SAP[+1]
Wardaman,1s->2p,-2,nu,SAP[-1 +2]
Wardaman,1s->2p,-1,n,AP[-3]
Wardaman,1s->3s,-1,ŋa,SAP[+1]
Wardaman,1s->3p,-3,ŋa,SAP[+1]
Wardaman,1s->3p,-2,wu,[-3]A->P[+3 +pl]
Wardaman,1s->3p,-1,n,AP[-3]
Wardaman,1pe->2s,-3,yi,SAP[-3]
Wardaman,1pe->2s,-2,nu,SAP[-1 +2]
Wardaman,1pe->2s,-1,n,AP[-3]
Wardaman,1pe->2p,-3,yi,SAP[-3]
Wardaman,1pe->2p,-2,nu,SAP[-1 +2]
Wardaman,1pe->2p,-1,n,AP[-3]
Wardaman,1pe->3s,-2,yi,SAP[-3]
Wardaman,1pe->3s,-1,rr,SA[+1 +pl]
Wardaman,1pe->3p,-4,yi,SAP[-3]
Wardaman,1pe->3p,-3,rr,SA[+1 +pl]
Wardaman,1pe->3p,-2,wu,[-3]A->P[+3 +pl]
Wardaman,1pe->3p,-1,n,AP[-3]
Wardaman,1di->3s,-2,ŋa,SAP[+1]
Wardaman,1di->3s,-1,yi,SAP[-3]
Wardaman,1di->3p,-4,ŋa,SAP[+1]
Wardaman,1di->3p,-3,yi,SAP[-3]
Wardaman,1di->3p,-2,wu,[-3]A->P[+3 +pl]
Wardaman,1di->3p,-1,n,AP[-3]
Wardaman,1pi->3s,-2,ŋa,SAP[+1]
Wardaman,1pi->3s,-1,rr,SA[+1 +pl]
Wardaman,1pi->3p,-4,ŋa,SAP[+1]
Wardaman,1pi->3p,-3,rr,SA[+1 +pl]
Wardaman,1pi->3p,-2,wu,[-3]A->P[+3 +pl]
Wardaman,1pi->3p,-1,n,AP[-3]
Wardaman,2s->1s,-4,ŋa,SAP[+1]
Wardaman,2s->1s,-3,n,AP[-3]
Wardaman,2s->1s,-2,n,[+2 +sg]A->P[+1 +sg]
Wardaman,2s->1s,-1,i,[+2 +sg]A->P[+1 -2]
Wardaman,2s->1pe,-4,yi,SAP[-3]
Wardaman,2s->1pe,-3,ngun,P[-3 -sg]
Wardaman,2s->1pe,-2,n,AP[-3]
Wardaman,2s->1pe,-1,i,[+2 +sg]A->P[+1 -2]
Wardaman,2s->3s,-1,yi,SAP[-3]
Wardaman,2s->3p,-3,yi,SAP[-3]
Wardaman,2s->3p,-2,wu,[-3]A->P[+3 +pl]
Wardaman,2s->3p,-1,n,AP[-3]
Wardaman,2p->1s,-3,ŋa,SAP[+1]
Wardaman,2p->1s,-2,n,AP[-3]
Wardaman,2p->1s,-1,nu,SAP[-1 +2]
Wardaman,2p->1pe,-3,yi,SAP[-3]
Wardaman,2p->1pe,-2,ngun,P[-3 -sg]
Wardaman,2p->1pe,-1,nu,SAP[-1 +2]
Wardaman,2p->3s,-1,nu,SAP[-1 +2]
Wardaman,2p->3p,-3,nu,SAP[-1 +2]
Wardaman,2p->3p,-2,wu,[-3]A->P[+3 +pl]
Wardaman,2p->3p,-1,n,AP[-3]
Wardaman,3s->1s,-2,ŋa,SAP[+1]
Wardaman,3s->1s,-1,n,AP[-3]
Wardaman,3s->1pe,-2,yi,SAP[-3]
Wardaman,3s->1pe,-1,ngun,P[-3 -sg]
Wardaman,3s->1di,-3,ŋa,SAP[+1]
Wardaman,3s->1di,-2,yi,SAP[-3]
Wardaman,3s->1di,-1,ngun,P[-3 -sg]
Wardaman,3s->1pi,-2,ŋa,SAP[+1]
Wardaman,3s->1pi,-1,ngun,P[-3 -sg]
Wardaman,3s->2s,-3,yi,SAP[-3]
Wardaman,3s->2s,-2,n,AP[-3]
Wardaman,3s->2s,-1,wurr,SA[+3]
Wardaman,3s->2p,-2,nu,SAP[-1 +2]
Wardaman,3s->2p,-1,ngun,P[-3 -sg]
Wardaman,3s->3p,-1,wungun,[+3]A->P[+3 +pl]
Wardaman,3p->1s,-3,ŋa,SAP[+1]
Wardaman,3p->1s,-2,n,AP[-3]
Wardaman,3p->1s,-1,wurr,SA[+3]
Wardaman,3p->1pe,-3,yi,SAP[-3]
Wardaman,3p->1pe,-2,ngun,P[-3 -sg]
Wardaman,3p->1pe,-1,wurr,SA[+3]
Wardaman,3p->1di,-4,ŋa,SAP[+1]
Wardaman,3p->1di,-3,yi,SAP[-3]
Wardaman,3p->1di,-2,ngun,P[-3 -sg]
Wardaman,3p->1di,-1,wurr,SA[+3]
Wardaman,3p->1pi,-3,ŋa,SAP[+1]
Wardaman,3p->1pi,-2,ngun,P[-3 -sg]
Wardaman,3p->1pi,-1,wurr,SA[+3]
